scientific_name,common_name,city,state,count,mean_h
Catalpa ovata,Chinese catalpa,Columbus,Ohio,2,
Acer negundo,Boxelder,Panora,Iowa,2,
Catalpa ovata,Catalpaovata,Sioux Falls,South Dakota,2,26.247
Aesculus hippocastanum,Horse chestnut,Greensboro,North Carolina,2,
Acer negundo,Boxelder,Tampa,Florida,2,118.93
Ulmus americana,elm american 11,Houston,Texas,2,
Calocedrus decurrens,Cedar,Rancho Cucamonga,California,2,
Albizia julibrissin,Silk tree mimosa,Austin,Texas,2,65.617
Callistemon viminalis,Weeping bottlebrush,Phoenix,Arizona,2,6.35
Tetradium daniellii,Tetradium daniellii,Baltimore,Maryland,2,73.819
Tilia americana,American basswood,Guthrie Center,Iowa,2,
Tilia americana,American basswood,Elkhart,Iowa,2,
Acer ginnala,Curiel's gold amur maple,Columbus,Ohio,2,
Callistemon viminalis,Bottle tree,Rancho Cucamonga,California,2,
Cassia leptophylla,Gold medallion,Rancho Cucamonga,California,2,
Tecoma stans,Yellow elder,Huntington Beach,California,2,0.0
Acer glabrum,Maplrocky mtn,Sioux Falls,South Dakota,2,29.528
Salix alba,White willow,Los Angeles,California,2,
Acer platanoides,Norway maple,Durham,North Carolina,2,16.404
Tetradium daniellii,Bee tree bee,Portland,Oregon,2,
Acer griseum,Paperbark maple,Greensboro,North Carolina,2,
Aesculus hippocastanum,Chestnut horse,Greendale,Wisconsin,2,
Tetradium daniellii,Korean evodia,Louisville,Kentucky,2,
Ulmus parvifolia,Chinese elm,Phoenix,Arizona,2,5.835
Acer negundo,Box elder,Anaheim,California,2,
Alnus cordata,Italian alder,Anaheim,California,2,
Quercus robur,Westminster globe english oak,Seattle,Washington,2,
Acer macrophyllum,Bigleaf maple,Ontario,California,2,
Thevetia peruviana,Yellow oleander,Garden Grove,California,2,49.213
Salix,Willow,West Allis,Wisconsin,2,
Acer platanoides,Norway maple,De Soto,Iowa,2,
Alnus,Alder,Milo,Iowa,2,
Acer miyabei,Miyabe maple,Louisville,Kentucky,2,
Alnus,Alder,Bondurant,Iowa,2,
Callistemon viminalis,Weeping bottlebrush,Honolulu,Hawaii,2,62.336
Aesculus hippocastanum,Chestnut horse,Shorewood,Wisconsin,2,
Acer monspessulanum,Montpellier maple,Baltimore,Maryland,2,27.887
Ulmus parvifolia,Chinese elm,Bouton,Iowa,2,
Acer platanoides,Maplnwy prin gld,Sioux Falls,South Dakota,2,50.853
Ailanthus altissima,Tree of heaven,Sioux Falls,South Dakota,2,55.774
Salix nigra,Black willow,New Berlin,Wisconsin,2,
Ailanthus altissima,Tree of heaven,Richmond,Virginia,2,
Catalpa,Catalpa,Mitchellville,Iowa,2,
Ulmus americana,American elm,Adair,Iowa,2,
Tilia,Linden,San Francisco,California,2,
Acer palmatum,Bloodgood japanese maple,Columbus,Ohio,2,
Ulmus americana,American elm,Redfield,Iowa,2,
Acer palmatum,Coral bark maple,San Francisco,California,2,
Catalpa,Catalpa,Colfax,Iowa,2,
Afrocarpus usambarensis,Wood african yellow,Honolulu,Hawaii,2,236.22
Agonis juniperina,Myrtle australian juniper,Los Angeles,California,2,
Catalpa,Catalpa,Anaheim,California,2,
Acer palmatum,Japanese maple,Irvine,California,2,
Camellia sinensis,Tea,Greensboro,North Carolina,2,
Ulmus americana,American elm,Greenfield,Wisconsin,2,
Ulmus americana,American elm,Greendale,Wisconsin,2,
Roseodendron chryseum,Yellow trumpet tree,Honolulu,Hawaii,2,123.032
Castanopsis sclerophylla,Chinquapin,Greensboro,North Carolina,2,
Ulmus americana,American elm,Franklin,Wisconsin,2,
Ulmus americana,American elm,Earlham,Iowa,2,
Afrocarpus usambarensis,Wood african yellow,Kaneohe,Hawaii,2,100.066
Quercus rugosa,Net leaf oak,Seattle,Washington,2,
Casuarina,Oak she,Houston,Texas,2,
Quercus rugosa,Netleaf oak,New Orleans,Louisiana,2,
Acer palmatum,Japanese maple,Overland Park,Kansas,2,
Camptotheca acuminata,Chinese xi shu,New Orleans,Louisiana,2,
Agathis robusta,Queensland kauri,Los Angeles,California,2,
Caragana arborescens,Siberian peashrub,Columbus,Ohio,2,
Tilia,Basswood,Albuquerque,New Mexico,2,60.696
Ulmus americana,American elm,Bouton,Iowa,2,
Ulmus americana,American elm,Coon Rapids,Iowa,2,
Thuja plicata,Giant arborvitae,Los Angeles,California,2,
Camellia japonica,Japanese camellia,Greensboro,North Carolina,2,
Catalpa,Catalpa,Ontario,California,2,
Sabal mexicana,Texas palmetto,Los Angeles,California,2,
Quercus rubra,Northern red oak,Milo,Iowa,2,
Aesculus parviflora,Bottlebrush buckeye,Greensboro,North Carolina,2,
Catalpa erubescens,Purple leafed catalpa,Rochester,New York,2,
Calotropis gigantea,Crown flower,Kailua,Hawaii,2,45.932
Acer platanoides,Deborah norway maple,Washington DC,District of Columbia,2,
Catalpa bignonioides,Southern catalpa,Tampa,Florida,2,83.661
Tilia americana,Am sentry linden,Sioux Falls,South Dakota,2,29.528
Quercus rubra,Northern red oak,Panora,Iowa,2,
Catalpa bignonioides,Southern catalpa,St. Louis,Missouri,2,
Catalpa bignonioides,Southern catalpa,Louisville,Kentucky,2,
Sabal minor,Dwarf palmetto,New Orleans,Louisiana,2,
Catalpa bignonioides,Southern catalpa,Greensboro,North Carolina,2,
Catalpa bignonioides,Southern  catalpa,Oklahoma City,Oklahoma,2,63.976
Quercus rubra,Northern red oak,Stuart,Iowa,2,
Roystonea oleracea,Caribbean royal palm,Honolulu,Hawaii,2,41.01
Quercus rubra,Northern red oak,Sully,Iowa,2,
Acer platanoides,Crimson king maple,Detroit,Michigan,2,
Sabal bermudana,Bermuda palmetto,New Orleans,Louisiana,2,
Rubus ursinus,Creeping blackberry,Seattle,Washington,2,
Quercus rubra,Red oak,Austin,Texas,2,106.627
Aesculus pavia,Red buckeye,Buffalo,New York,2,
Acer nigrum,Black maple,Monroe,Iowa,2,
Ulmus americana,(see notes),Washington DC,District of Columbia,2,
Tilia,Tilia,Greendale,Wisconsin,2,
Catalpa,Catalpa,St. Louis,Missouri,2,
Thuja occidentalis,Northern white cedar,Runnells,Iowa,2,
Roystonea oleracea,Caribbee roystonea palm,Los Angeles,California,2,
Aesculus pavia,Red buckeye,Louisville,Kentucky,2,
Acer platanoides,Norway maple,Hartford,Iowa,2,
Acer platanoides,Norway maple,Kellogg,Iowa,2,
Acer ginnala,Amur maple,Stockton,California,2,
Cedrus atlantica,Atlas cedar,Greensboro,North Carolina,2,
Angophora melanoxylon,Coolabah apple,New Orleans,Louisiana,2,
Tabebuia rosea,Apamate,Tampa,Florida,2,32.808
Salix matsudana,Corkscrew  willow,Oklahoma City,Oklahoma,2,45.932
Acer platanoides 'Fairview',Fairview norway maple,Colorado Springs,Colorado,2,
Quercus phellos,Willow  oak,Oklahoma City,Oklahoma,2,149.278
Buxus microphylla,Hybrid boxwood,Greensboro,North Carolina,2,
Ulmus,Elm,Rancho Cucamonga,California,2,
Acer buergerianum,Trident maple,Nashville,Tennessee,2,
Cascabela thevetia,Luckynut,Phoenix,Arizona,2,3.26
Acer buergerianum,Trident maple,Ontario,California,2,
Ulmus wilsoniana,Wilson elm,Columbus,Ohio,2,
Casimiroa edulis,White sapote,Anaheim,California,2,
Tamarix,Tamarisk,Denver,Colorado,2,
Angophora,Angophora species,San Francisco,California,2,
Celtis occidentalis,Canyon hackberry,Las Vegas,Nevada,2,
Americana,American plum,Sioux Falls,South Dakota,2,60.696
Ulmus rubra,Slippery elm,Tampa,Florida,2,60.696
Quercus texana,Texas red oak,Orlando,Florida,2,
Buxus sempervirens,Boxwood,New Orleans,Louisiana,2,
Ulmus rubra,Slippery elm,Seattle,Washington,2,
Salix discolor,Pussy willow,St. Louis,Missouri,2,
Amelanchier grandiflora,Autumn brilliance serviceberry,Columbus,Ohio,2,
Celtis laevigata,Sugarberry,Greensboro,North Carolina,2,
Acer platanoides,Norway maple,Whitefish Bay,Wisconsin,2,
Tilia americana,Basswood,Greensboro,North Carolina,2,8.064
Salix discolor,Pussy willow,Greensboro,North Carolina,2,8.383
Cactus,Cactus species,New Orleans,Louisiana,2,
Amelanchier grandiflora,Autumn brilliance serviceberry,Aurora,Colorado,2,
Ulmus rubra,Red elm,West Allis,Wisconsin,2,
Quercus palustris,Pin oak,Waukee,Iowa,2,
Ulmus,Elm,Oak Creek,Wisconsin,2,
Salix matsudana,Corkscrew willow,Grand Rapids,Michigan,2,
Ulmus,Elm,Greenfield,Wisconsin,2,
Viburnum odoratissimum,Sweet viburnum,Orlando,Florida,2,
Acer rubrum,Armstrong maple,St. Louis,Missouri,2,
Salix nigra,Black willow,Milwaukee,Wisconsin,2,
Robinia ambigua,Idaho pink locust,San Francisco,California,2,
Viburnum lentago,Nannyberry,Baltimore,Maryland,2,26.247
Ulmus,Elm,Glendale,Wisconsin,2,
Salix nigra,Black willow,Greendale,Wisconsin,2,
Viburnum awabuki,Chindo viburnum,Greensboro,North Carolina,2,
Salix nigra,Black willow,Glendale,Wisconsin,2,
Ulmus,Elm,Greendale,Wisconsin,2,
Syzygium cumini,Java plum,Tampa,Florida,2,100.886
Syzygium malaccense,Mountain apple,Kailua,Hawaii,2,68.898
Carya,Hickory,Boston,Massachusetts,2,
Tabebuia,Tree  trumpet,Miami,Florida,2,
Acer pseudoplatanus,Sycamore maple,Nashville,Tennessee,2,
Quercus palustris,Pin oak,Runnells,Iowa,2,
Viburnum,Prague viburnum,Greensboro,North Carolina,2,
Tilia,Basswood,Detroit,Michigan,2,
Tabebuia avellanedae,Trumpet,Rancho Cucamonga,California,2,
Quercus palustris,Pin oak,Shorewood,Wisconsin,2,
Carya,(carya) hickory,Knoxville,Tennessee,2,
Ulmus,Elm,Monroe,Iowa,2,
Vachellia farnesiana,Sweet acacia,Garden Grove,California,2,49.213
Vachellia farnesiana,Sweet acacia,Anaheim,California,2,
Annona muricata,Soursop,Kaneohe,Hawaii,2,47.572
Quercus palustris,Pin oak,Union,Iowa,2,
Vachellia choriophylla,Cinnecord,Cape Coral,Florida,2,
Vaccinium arboreum,Sparkelberry,Greensboro,North Carolina,2,
Aesculus glabra,Ohio buckeye,Baxter,Iowa,2,
Aesculus glabra,Ohio buckeye,Dallas Center,Iowa,2,
Robinia pseudoacacia,Black locust,Detroit,Michigan,2,
Ulmus,Frontier elm,San Francisco,California,2,
Calliandra tweedii,Trinidad flame bush,Huntington Beach,California,2,0.0
Alnus glutinosa,Common alder,Baltimore,Maryland,2,21.325
Aesculus glabra,Ohio buckeye,West Allis,Wisconsin,2,
Carpinus caroliniana,American hornbeam,Greensboro,North Carolina,2,
Quercus robur,English oak,Hales Corners,Wisconsin,2,
Acer freemanii,Morgan freeman maple,Seattle,Washington,2,
Salix babylonica,Weeping willow,Greensboro,North Carolina,2,8.164
Carpinus caroliniana,American hornbeam,Austin,Texas,2,75.459
Carpinus betulus,Pyramidal european hornbeam,Aurora,Colorado,2,
Cassia grandis,Pink shower,Kaneohe,Hawaii,2,83.661
Ulmus pumila,Siberian elm,Bayard,Iowa,2,
Acer ginnala,Amur maple,Albuquerque,New Mexico,2,44.291
Acer ginnala,Amur maple,Carlisle,Iowa,2,
Acer ginnala,Amur maple,De Soto,Iowa,2,
Ulmus pumila,Siberian elm,Earlham,Iowa,2,
Taxus baccata,English yew,Los Angeles,California,2,
Ulmus pumila,Hybrid elm (homestead),Colorado Springs,Colorado,2,
Acer saccharum,Seneca chief sugar maple,Washington DC,District of Columbia,2,
Quercus robur,English oak,Richmond,Virginia,2,
Acer ginnala,Amur maple,Granger,Iowa,2,
Acer ginnala,Amur maple,Greenfield,Wisconsin,2,
Acer ginnala,Amur maple,New Orleans,Louisiana,2,
Ulmus procera,English elm,San Francisco,California,2,
Ulmus procera,English elm,Louisville,Kentucky,2,
Taxus baccata,English yew,Stockton,California,2,
Callicarpa dichotoma,Beautyberry,Greensboro,North Carolina,2,
Ulmus procera,English elm,Colorado Springs,Colorado,2,
Taxus baccata,Irish yew,Los Angeles,California,2,
Alnus glutinosa,Cutleaf alder,Seattle,Washington,2,
Alnus glutinosa,European black alder,Washington DC,District of Columbia,2,
Ulmus pumila,Siberian elm,West Allis,Wisconsin,2,
Ulmus pumila,Siberian elm,Prairie City,Iowa,2,
Ulmus pumila,Siberian elm,Wauwatosa,Wisconsin,2,
Acer cappadocicum,Caucasian maple,Louisville,Kentucky,2,
Ulmus,Elm,West Milwaukee,Wisconsin,2,
Salix discolor,Pussy willow,Baltimore,Maryland,2,32.808
Carpinus caroliniana,Blue beech,Sioux Falls,South Dakota,2,36.089
Acer diabolicum,Devil maple,Baltimore,Maryland,2,73.819
Acer platanoides,Norway maple,San Francisco,California,2,
Amelanchier arborea,Serviceberry,Greensboro,North Carolina,2,
Quercus polymorpha,Oak,Rancho Cucamonga,California,2,
Amelanchier,Serviceberry,Wauwatosa,Wisconsin,2,
Celtis australis,European hackberry,Anaheim,California,2,
Acer platanoides,Norway maple,Runnells,Iowa,2,
Quercus prinus,Chestnut oak,Greensboro,North Carolina,2,8.037
Taxodium distichum,Com baldcypress,St. Louis,Missouri,2,
Ulmus pumila,Siberian elm,Garden Grove,California,2,147.638
Cassia fistula,Golden shower,Waipahu,Hawaii,2,82.021
Ceiba speciosa,Ash,Rancho Cucamonga,California,2,
Ulmus pumila,Siberian elm,New Orleans,Louisiana,2,
Aloe,Aloe yucca,Miami,Florida,2,
Carpinus caroliniana,American hornbeam,Houston,Texas,2,
Quercus suber,Cork oak,Houston,Texas,2,
Tilia americana,American basswood,Woodward,Iowa,2,
Taxodium distichum,bald cypress,St. Louis,Missouri,2,
Quercus suber,Cork oak,Garden Grove,California,2,123.032
Calliandra haematocephala,Pink powder puff,Los Angeles,California,2,
Taxodium huegelii,Montezuma cypress,Anaheim,California,2,
Ulmus pumila,Siberian elm,Hartford,Iowa,2,
Ulmus pumila,Siberian elm,Guthrie Center,Iowa,2,
Tabebuia aurea,Silver trumpet tree,Honolulu,Hawaii,2,73.819
Corylus americana,American filbert,Louisville,Kentucky,2,
Cereus repandus,Peruvian applecactus hedge cactus,Tampa,Florida,2,13.944
Populus,Aspen,Greensboro,North Carolina,2,8.188
Podocarpus henkelii,Leafed yellowwood long,Ontario,California,2,
Frangula caroliniana,Carolina buckthorn,Greensboro,North Carolina,2,
Podocarpus macrophyllus,Yew pine,Ontario,California,2,
Fouquieria splendens,Ocotillo,Phoenix,Arizona,2,3.895
Poncirus trifoliata,Poncirus trifoliata,Baltimore,Maryland,2,26.247
Poncirus trifoliata,Trifoliate orange,Houston,Texas,2,
Firmiana simplex,Chinese parasoltree,Baltimore,Maryland,2,98.425
Ficus microcarpa,Indian laurel,Tampa,Florida,2,131.234
Populus,Cottonwood,Carlisle,Iowa,2,
Populus,Cottonwood,Colfax,Iowa,2,
Populus,Cottonwood,Dallas Center,Iowa,2,
Firmiana simplex,Chinese parasol tree,Greensboro,North Carolina,2,
Ficus stricta,Ficus (f. stricta),Honolulu,Hawaii,2,114.829
Populus,Cottonwood,Stuart,Iowa,2,
Podocarpus gracilior,Weeping podocarpus,Cape Coral,Florida,2,
Fraxinus,Ash,Hales Corners,Wisconsin,2,
Fraxinus americana,Biltmore white ash,Greensboro,North Carolina,2,
Fraxinus americana,Lindenlittleleaf,Sioux Falls,South Dakota,2,100.066
Fraxinus americana,White ash,Adel,Iowa,2,
Platanus racemosa,Star pine,Rancho Cucamonga,California,2,
Platanus orientalis,Eastern plane tree,San Francisco,California,2,
Platanus occidentalis,American sycamore,Windsor Heights,Iowa,2,
Platanus occidentalis,American sycamore,Union,Iowa,2,
Platanus occidentalis,American sycamore,San Francisco,California,2,
Fraxinus americana,White ash,Mitchellville,Iowa,2,
Fraxinus americana,White ash,Richmond,Virginia,2,
Platanus occidentalis,American sycamore,Kellogg,Iowa,2,
Fraxinus americana,White ash,Stuart,Iowa,2,
Platanus occidentalis,American sycamore,Coon Rapids,Iowa,2,
Fraxinus americana,White ash,Woodward,Iowa,2,
Platanus occidentalis,American sycamore,Carlisle,Iowa,2,
Populus,Poplar,Baltimore,Maryland,2,114.829
Populus acuminata,Lanceleaf cottonwood,Albuquerque,New Mexico,2,196.85
Gymnocladus dioicus,Kentucky coffeetree,Glendale,Wisconsin,2,
Populus fremontii,Fremont cottonwood,Garden Grove,California,2,147.638
Populus deltoides,Eastern cottonwood,Milwaukee,Wisconsin,2,
Populus deltoides,Eastern cottonwood,Newton,Iowa,2,
Populus deltoides,Eastern cottonwood,South Milwaukee,Wisconsin,2,
Populus deltoides,Eastern cottonwood,Waukee,Iowa,2,
Populus deltoides,Eastern cottonwood,Wauwatosa,Wisconsin,2,
Ficus benjamina,Fig,Rancho Cucamonga,California,2,
Ficus benghalensis,Indian banyan,Kailua,Hawaii,2,180.446
Ficus maclellandii,Alii fig,Anaheim,California,2,
Ficus aurea,Florida strangler fig,Miami,Florida,2,
Populus grandidentata,Bigtooth aspen,Boston,Massachusetts,2,
Populus grandidentata,Bigtooth aspen,Madison,Wisconsin,2,
Populus grandidentata,Bigtooth aspen,St. Louis,Missouri,2,
Populus grandidentata,Bigtooth aspen,Watertown,Wisconsin,2,
Populus heterophylla,Swamp cottonwood,Louisville,Kentucky,2,
Ficus carica,Common fig,Pittsburgh,Pennsylvania,2,0.0
Populus deltoides,Eastern cottonwood,Cudahy,Wisconsin,2,
Populus deltoides,Eastern cottonwood,Coon Rapids,Iowa,2,
Ficus carica,Edible fig,Austin,Texas,2,32.808
Populus deltoides,Eastern cottonwood,Adel,Iowa,2,
Populus caroliniana,Carolina poplar,Washington DC,District of Columbia,2,
Ficus elastica,Indian rubber tree,Honolulu,Hawaii,2,63.976
Ficus elastica,Rubber plant,Tampa,Florida,2,74.639
Populus balsamifera,Balsam poplar,Grand Rapids,Michigan,2,
Populus alba,White poplar,Watertown,Wisconsin,2,
Populus alba,White poplar,St. Louis,Missouri,2,
Populus alba,White poplar,Rochester,New York,2,
Populus alba,White poplar,Plano,Texas,2,
Ficus heterophylla,Ficus (f. heterophylla),Honolulu,Hawaii,2,145.997
Populus alba,White poplar,Houston,Texas,2,
Ficus lyrata,Fiddle leaf fig,Miami,Florida,2,
Populus alba,White  poplar,Oklahoma City,Oklahoma,2,60.696
Platanus occidentalis,American sycamore,Bayard,Iowa,2,
Fraxinus angustifolia,Raywood ash,Denver,Colorado,2,
Fraxinus caroliniana,Pop ash,New Orleans,Louisiana,2,
Ginkgo biloba,Ginkgo,Wauwatosa,Wisconsin,2,
Pinus sylvestris,Scotch pine,Coon Rapids,Iowa,2,
Gleditsia triacanthos,Honeylocust,Guthrie Center,Iowa,2,
Gleditsia triacanthos,Honeylocust,Earlham,Iowa,2,
Pinus taeda,pine loblolly 06,Houston,Texas,2,
Pinus thunbergiana,Pine,Rancho Cucamonga,California,2,
Pinus thunbergii,Japanese black pine,Albuquerque,New Mexico,2,88.583
Ginkgo biloba,Ginkgo,Stuart,Iowa,2,
Fraxinus dipetala,Foothill ash,Los Angeles,California,2,
Pinus torreyana,Torrey pine,Irvine,California,2,
Pinus wallichiana,Himalayan pine,Greensboro,North Carolina,2,
Pinus wallichiana,Himalayan pine,Los Angeles,California,2,
Piscidia piscipula,Florida poisontree,Miami,Florida,2,
Pistacia,Chinese pistache,Rancho Cucamonga,California,2,
Pistacia atlantica,Mt atlas pistache tree,Los Angeles,California,2,
Gleditsia triacanthos,Honeylocust,Union,Iowa,2,
Pinus sylvestris,Scotch pine,Carlisle,Iowa,2,
Gleditsia triacanthos,Sunburst honeylocust,Colorado Springs,Colorado,2,
Pinus strobus,White pine,Los Angeles,California,2,
Pinus strobus,Eastern white pine,Richmond,Virginia,2,
Pinus strobus,Eastern white pine,Redfield,Iowa,2,
Gordonia lasianthus,Loblolly bay,Orlando,Florida,2,
Grevillea banksii,Queensland grevillea,Los Angeles,California,2,
Pinus strobus,Eastern white pine,Mitchellville,Iowa,2,
Pinus strobus,Eastern white pine,Aurora,Colorado,2,
Grewia occidentalis,None,Los Angeles,California,2,
Pinus sondereggeri,Sonderegger pine,Greensboro,North Carolina,2,
Gymnocladus dioicus,Goodale kentucky coffeetree,Columbus,Ohio,2,
Gymnocladus dioicus,Kentucky coffee tree,Greensboro,North Carolina,2,
Gymnocladus dioicus,Kentucky coffeetree,Bondurant,Iowa,2,
Gymnocladus dioicus,Kentucky coffeetree,Cudahy,Wisconsin,2,
Pinus resinosa,Red pine,Pittsburgh,Pennsylvania,2,13.123
Pistacia atlantica,Mt. atlas mastic tree,Los Angeles,California,2,
Ginkgo biloba,Ginkgo,Carlisle,Iowa,2,
Ginkgo biloba,Ginkgo,Albuquerque,New Mexico,2,49.213
Fraxinus quadrangulata,Blue ash,Baltimore,Maryland,2,164.042
Platanus acerifolia,Sycamore,St. Louis,Missouri,2,
Platanus acerifolia,Sycamore,Colorado Springs,Colorado,2,
Platanus acerifolia,Pine,Rancho Cucamonga,California,2,
Fraxinus mandshurica,Manchurian ash,Colorado Springs,Colorado,2,
Fraxinus nigra,Black ash,Pittsburgh,Pennsylvania,2,0.0
Fraxinus nigra,Fallgold ash,Colorado Springs,Colorado,2,
Platanus acerifolia,London planetree,Aurora,Colorado,2,
Fraxinus oxycarpa,Raywood ash,Santa Rosa,California,2,98.425
Fraxinus pennsylvanica,Cimarron ash,Colorado Springs,Colorado,2,
Platanus acerifolia,London plane,Grand Rapids,Michigan,2,
Platanus acerifolia,Columbia london planetree,Detroit,Michigan,2,
Fraxinus pennsylvanica,Marshall green ash,Washington DC,District of Columbia,2,
Fraxinus pennsylvanica,Seedless green ash,Colorado Springs,Colorado,2,
Platanus,Sycamore,Hales Corners,Wisconsin,2,
Pittosporum viridiflorum,Cape pittosporum,Garden Grove,California,2,98.425
Ginkgo biloba,Ginkgo,Adel,Iowa,2,
Fraxinus quadrangulata,Blue ash,Hales Corners,Wisconsin,2,
Fraxinus uhdei,Tomlinson ash,San Francisco,California,2,
Fraxinus velutina,Arizona ash,Austin,Texas,2,95.144
Fraxinus velutina,Modesto ash,Seattle,Washington,2,
Fraxinus velutina,Velvet ash,Phoenix,Arizona,2,9.8
Pittosporum phillyreoides,Willow pittosporum,Anaheim,California,2,
Pittosporum phillyraeoides,Willow,Rancho Cucamonga,California,2,
Pittosporum floribundum,Himalayan pittosporum,Huntington Beach,California,2,0.0
Pithecellobium dulce,Guamuchil,Garden Grove,California,2,98.425
Pithecellobium dulce,Guamuchil,Anaheim,California,2,
Pistacia chinensis,Chinese pistache,St. Louis,Missouri,2,
Geijera parviflora,Gingko,Rancho Cucamonga,California,2,
Pistacia chinensis,Chinese pistache,Louisville,Kentucky,2,
Ginkgo biloba,Autumn gold ginkgo,Ontario,California,2,
Populus nigra,Black poplar,Coon Rapids,Iowa,2,
Ficus,Fig,Ontario,California,2,
Populus nigra,Black poplar,Stuart,Iowa,2,
Prunus salicina,Plum,Rancho Cucamonga,California,2,
Prunus persica,Nectarine,New Orleans,Louisiana,2,
Prunus persica,Peach,Austin,Texas,2,42.651
Prunus persica,Peach,Phoenix,Arizona,2,4.11
Prunus persica,Peach,Plano,Texas,2,
Elaeagnus umbellata,Autumn olive,Denver,Colorado,2,
Elaeagnus pungens,Thorny elaeagnus,Los Angeles,California,2,
Elaeagnus angustifolia,Russian olive,Albuquerque,New Mexico,2,147.638
Prunus ilicifolia,Hollyleaf cherry,Stockton,California,2,
Prunus sargentii,Sargent cherry,Madison,Wisconsin,2,
Prunus sargentii,Sargent cherry,Pittsburgh,Pennsylvania,2,37.73
Prunus serotina,Black cherry,Aurora,Colorado,2,
Prunus serotina,Black cherry,De Soto,Iowa,2,
Dypsis decaryi,Triangle palm,Anaheim,California,2,
Dracaena fragrans,Fragrant dracaena,Miami,Florida,2,
Eriobotrya japonica,Loquat,Las Vegas,Nevada,2,
Prunus persica,Common (prunus persica) peach,Knoxville,Tennessee,2,
Prunus persica,Common  peach,Oklahoma City,Oklahoma,2,42.651
Eriobotrya japonica,Loquat tree,Irvine,California,2,
Prunus padus,Mayday tree,Colorado Springs,Colorado,2,
Erythrina,Coral tree,Ontario,California,2,
Prunus nigra,Canada plum,Pittsburgh,Pennsylvania,2,52.493
Prunus mume,Japanese flowering apricot,Los Angeles,California,2,
Prunus mume,Japanese apricot,Greensboro,North Carolina,2,
Erythrina coralloides,Naked coral tree,Ontario,California,2,
Prunus maackii,(amur) choke cherry,St. Louis,Missouri,2,
Erythrina crista-galli,Cockspur coral tree,Anaheim,California,2,
Erythrina crista-galli,Cockspur coral tree,Garden Grove,California,2,98.425
Prunus lusitanica,Portugal laurel,Los Angeles,California,2,
Prunus laurocerasus,English laurel,New Orleans,Louisiana,2,
Prunus laurocerasus,Cherry laurel,Greensboro,North Carolina,2,
Prunus incam,Okame cherry,Nashville,Tennessee,2,
Prunus serotina,Black cherry,Richmond,Virginia,2,
Dracaena draco,Dragon tree,Huntington Beach,California,2,0.0
Dombeya cayeuxii,Pink ball dombeya,Anaheim,California,2,
Prunus virginiana,Choke cherry,Colorado Springs,Colorado,2,
Cupressus arizonica,Sapphire tree,Houston,Texas,2,
Pseudolarix amabilis,Golden larch,Louisville,Kentucky,2,
Pseudolarix amabilis,Golden larch,Baltimore,Maryland,2,85.302
Pseudocydonia,Chinese quince,Seattle,Washington,2,
Pseudobombax ellipticum,Brush tree shaving,Kailua,Hawaii,2,98.425
Cupressus sempervirens,Cedar,Rancho Cucamonga,California,2,
Prunus yedoensis,Yoshino cherry,New Orleans,Louisiana,2,
Cycas revoluta,Sago palm,San Francisco,California,2,
Cydonia oblonga,Quince,Overland Park,Kansas,2,
Cylindropuntia fulgida,Cholla,Phoenix,Arizona,2,2.3
Cytisus canariensis,Canary island broom,Anaheim,California,2,
Dalbergia latifolia,India rosewood,Orlando,Florida,2,
Dalbergia latifolia,India rosewood,Phoenix,Arizona,2,3.46
Dalbergia latifolia,Indian rosewood,Phoenix,Arizona,2,7.2
Delonix regia,Royal poinciana,Miami,Florida,2,
Dodonaea viscosa,Hopseed bush,Stockton,California,2,
Dimocarpus longan,Longan,New Orleans,Louisiana,2,
Dioon spinulosum,Giant dioon,New Orleans,Louisiana,2,
Prunus subhirtella,Higan cherry,Overland Park,Kansas,2,
Prunus subhirtella,Higan cherry,Greensboro,North Carolina,2,
Diospyros kaki,Japanese persimmon,Austin,Texas,2,62.336
Prunus subhirtella,Hally jolivette cherry,Columbus,Ohio,2,
Diospyros kaki,Japanese persimmon,Garden Grove,California,2,49.213
Prunus subhirtella,Flowering cherry,Los Angeles,California,2,
Diospyros kaki,Japanese persimmon,Ontario,California,2,
Prunus subcordata,Sierra plum,Seattle,Washington,2,
Prunus serrulata,Weeping double pink flowering cherry,San Francisco,California,2,
Prunus serrulata,Pear,Rancho Cucamonga,California,2,
Prunus serrulata,Kwanzan cherry,Durham,North Carolina,2,16.404
Diospyros virginiana,Common persimmon,Pittsburgh,Pennsylvania,2,0.0
Prunus incam,Okame cherry,Baltimore,Maryland,2,45.932
Prunus ilicifolia,Catalina cherry,Stockton,California,2,
Ficus,Fig,Garden Grove,California,2,49.213
Prunus,Plum,Durham,North Carolina,2,
Prunus,Cherry or plum,Greendale,Wisconsin,2,
Fagus grandiflora,American beech,Washington DC,District of Columbia,2,
Fagus,Beech,Detroit,Michigan,2,
Fagraea berteroana,Pua kenikeni,Honolulu,Hawaii,2,63.976
Euphorbia tirucalli,Pencil tree,Ontario,California,2,
Prunus,Plum,Adel,Iowa,2,
Euonymus japonica,Spindle tree,Seattle,Washington,2,
Prunus ilicifolia,Catalina cherry,Irvine,California,2,
Prunus,Plum,Newton,Iowa,2,
Prunus,Plum,Prairie City,Iowa,2,
Euonymus alatus,Burning bush,Rochester,New York,2,
Prunus,Vacant potential,Baltimore,Maryland,2,32.808
Euonymus,Leaved gimlet narrow,Stockton,California,2,
